0.0017142752	0.048493914	0.049976904	0.15595712	0.06313347	-0.0949169	-0.14716971	-0.11443453	-0.1071921	0.055621337	0.06853423	-0.120742366	-0.043034136	-0.13234298	0.00020795326	-0.21217465
0.099518165	-0.019595664	0.033570096	0.0764638	-0.021697218	-0.06223194	-0.06756822	-0.052826747	-0.053175457	-0.011894251	-0.0009582911	-0.05678587	0.01643565	-0.07499999	-0.02341227	-0.15135795
0.13172536	-0.07730173	-0.054114375	-0.018557064	-0.099109925	-0.08074197	-0.048262123	0.031512894	-0.0294736	-0.056560688	-0.0689491	0.06487359	0.01084416	-0.01711503	-0.09513452	-0.21141736
0.05227985	0.005431464	0.03996074	0.08386239	0.04144284	-0.046633426	-0.03316146	0.014591564	-0.06554659	-0.012569318	0.012531843	-0.05182951	-0.0007252634	0.007998592	-0.08005094	-0.1577485
0.03446108	0.12512444	0.119189896	0.095260665	0.09264185	-0.19169408	-0.10232239	-0.055803385	-0.19490272	0.121995695	0.08317241	-0.090217076	-0.0536636	-0.1019934	0.05620339	-0.21240978
0.13890804	-0.08525841	-0.08138573	-0.024669582	-0.058195934	0.024104731	-0.049358025	0.07789036	-0.029350374	-0.060844433	-0.105929516	0.080896385	0.098221414	0.07174211	-0.14943421	-0.0860401
0.13244234	-0.028763209	-0.05014682	0.04044502	-0.022539103	-0.0053319465	-0.10674651	0.040556096	-0.10140727	-0.07904683	-0.091383904	0.050454933	0.011260135	0.022581372	-0.06852804	-0.21515287
0.06708948	0.074303284	-0.016531993	0.13183297	0.04422773	-0.13174075	-0.11715539	0.009530536	-0.120391585	-0.00079199317	0.023127405	-0.07084009	0.004803286	-0.019497318	-0.012749231	-0.1858026
-0.02595703	0.08782944	0.06429434	0.1358682	0.023714304	-0.12295305	-0.12507586	-0.016520957	-0.096054785	0.044142257	0.04608748	-0.08325351	-0.002213764	-0.08771983	-0.010693665	-0.13571802
0.10509049	-0.094320096	-0.05136927	-0.028127149	-0.111215174	0.01006333	-0.07350151	0.024619248	0.0058405413	-0.055439394	-0.0713412	0.006423558	0.09815334	0.043947265	-0.09855347	-0.19161056
0.053696383	-0.015241879	-0.0020472733	0.083965935	-0.022508614	-0.05906507	-0.119703874	0.052863427	-0.15126465	0.013244661	-0.03801393	0.0028840736	-0.03582644	-0.020591602	-0.06489296	-0.13799357
0.0018677721	0.06930851	0.028936302	0.117971376	0.033496063	-0.10425906	-0.07375128	-0.11524685	-0.12003117	0.07649601	0.0018993616	0.007169609	-0.09338861	-0.04212238	0.029180331	-0.12338773
0.08324071	-0.04021497	0.019110901	0.022645641	-0.071682155	0.009366048	-0.05590523	-0.061739568	-0.067495435	-0.04734198	-0.04838412	0.008699498	-0.019648403	0.035742577	-0.0941781	-0.11284316
0.110789955	-0.09314546	-0.09461433	0.05279571	-0.11112045	-0.062391836	-0.075172946	0.061855856	-0.1058841	-0.051048923	-0.06484706	0.07190452	0.011867016	0.018172894	-0.042194117	-0.3084039
-0.022841465	0.060198024	0.12686023	0.20026799	0.13181624	-0.21607453	-0.18351041	-0.08092634	-0.1543399	0.08549097	0.11073717	-0.060439944	-0.1331818	-0.14934866	0.10010509	-0.20437692
0.0670221	-0.058931615	-0.08830726	0.015742999	-0.09138835	-0.032098297	-0.06961463	0.07103347	0.006574925	-0.021423178	-0.10927243	0.016144495	0.0151047725	0.034120113	-0.0757795	-0.11740261
0.13275565	0.014131126	0.008690595	-0.012499701	-0.032466896	-0.023062136	-0.07812531	0.06761123	-0.017866082	-0.047427095	-0.10027495	0.019518463	0.0025328167	-0.03219534	-0.08882663	-0.12845683
0.09061747	-0.10079526	-0.13061665	-0.004480494	-0.083283715	0.048040822	0.044874895	-0.055784605	0.021495027	-0.11318811	-0.11335056	0.04104734	0.069854945	0.07970396	-0.09744236	0.0023091447
0.10821852	-0.029899457	0.02495396	0.076788716	-0.020933831	-0.0915457	-0.08868832	0.013960003	-0.09072	0.013949874	-0.026746113	-0.01998783	0.016362244	-0.0035103692	-0.10890217	-0.12441732
0.031215454	0.010324061	-0.025294987	0.05516922	-0.03137249	-0.012576933	0.004399663	-0.014870748	-0.043996405	0.07571628	0.0056729643	-0.02194844	0.0110285655	-0.048335038	-0.024751227	0.0050991247
0.1048614	-0.1034176	-0.09074848	-0.035135396	-0.11927796	-0.022504313	-0.07863972	0.048562624	0.015609123	-0.058407273	-0.05704932	0.06312404	0.10954822	0.07830143	-0.111895815	-0.21656176
0.0035356826	0.03448205	0.043963995	0.09357752	-0.022575105	-0.038466338	-0.09405611	-0.038173728	-0.022954483	0.061060153	0.012972245	-0.020257799	0.005691099	-0.05432109	-0.052523393	-0.06583452
0.11654829	-0.068394795	-0.08062177	-0.017004777	-0.03759631	-0.036807086	-0.027933424	0.097008616	-0.01897064	-0.08371279	-0.10592171	0.059509255	0.0630274	0.010820006	-0.07237585	-0.10586291
-0.023278035	0.1134093	0.0522005	0.15221506	0.061325107	-0.18345961	-0.2054342	-0.12780803	-0.21148753	0.14654486	0.12791757	-0.1143251	-0.059990413	-0.12465819	0.11885262	-0.18554309
0.14384533	-0.025910823	-0.04335151	0.008423982	-0.04835563	0.04410085	-0.045201235	0.108108036	-0.06470379	-0.11709801	-0.102422245	0.056559164	0.058008496	0.05167612	-0.109709576	-0.14413647
0.13539752	-0.08430303	-0.053811032	0.014808097	-0.06451462	-0.028636407	-0.07978717	0.035124328	-0.030879136	-0.042145647	-0.024626886	0.084708266	0.0045899805	0.03193498	-0.11880938	-0.058331028
0.0623776	-0.051080063	8.658611e-05	0.021845143	-0.033603135	-0.07988916	-0.068690896	-0.010670163	0.020868475	0.02622441	-0.06469528	0.058898885	-0.033560753	-0.024623739	-0.09503276	-0.18817265
0.038584262	0.04030184	-0.03695144	0.030493962	-0.011933833	-0.0012295853	-0.043196253	0.031843342	-0.06594323	0.04178387	-0.027817668	-0.017117219	-0.017217463	0.042535763	-0.029498836	-0.0792607
0.18762988	-0.10675964	-0.082867675	-0.05620767	-0.10049704	0.06087068	0.052357033	0.14642018	0.030164842	-0.108662754	-0.1453722	0.12845372	0.12909009	0.05340559	-0.09635766	-0.14467734
